date,year,month,week_number,district,market,crop,price_rs_kg,season,season_encoded,extent_ha,production_t,yield_t_per_ha,annual_extent_ha,annual_production_t,annual_yield_t_per_ha,seasonal_extent_ha,seasonal_production_t,seasonal_yield_t_per_ha,agstat_source_used
2/19/2024,2024,2,8,keppetipola,keppetipola,cabbage,354,Maha,1,4497,106795,23.75,4497,106795,23.74805426,,,,annual
2/19/2024,2024,2,8,keppetipola,keppetipola,carrots,304,Maha,1,3687,73210,19.86,3687,73210,19.8562517,,,,annual
2/19/2024,2024,2,8,keppetipola,keppetipola,chili,530,Maha,1,12374,66637,5.39,12374,66637,5.385243252,7282,40438,5.55314474,seasonal
2/19/2024,2024,2,8,keppetipola,keppetipola,eggplants,170,Maha,1,14383,124244,8.64,14383,124244,8.638253494,,,,annual
2/19/2024,2024,2,8,keppetipola,keppetipola,pumpkin,242,Maha,1,7582,89405,11.79,7582,89405,11.7917436,,,,annual
2/19/2024,2024,2,8,keppetipola,keppetipola,snake gourd,225,Maha,1,2601,27511,10.58,2601,27511,10.57708574,,,,annual
2/19/2024,2024,2,8,keppetipola,keppetipola,tomatoes,770,Maha,1,5514,74238,13.46,5514,74238,13.46354733,,,,annual
2/19/2024,2024,2,8,meegoda,meegoda,beans,562,Maha,1,5176,62473,12.07,5176,62473,12.06974498,,,,annual
2/19/2024,2024,2,8,meegoda,meegoda,cabbage,420,Maha,1,4497,106795,23.75,4497,106795,23.74805426,,,,annual
2/19/2024,2024,2,8,meegoda,meegoda,carrots,378,Maha,1,3687,73210,19.86,3687,73210,19.8562517,,,,annual
2/19/2024,2024,2,8,meegoda,meegoda,chili,602,Maha,1,12374,66637,5.39,12374,66637,5.385243252,7282,40438,5.55314474,seasonal
2/19/2024,2024,2,8,meegoda,meegoda,eggplants,162,Maha,1,14383,124244,8.64,14383,124244,8.638253494,,,,annual
2/19/2024,2024,2,8,meegoda,meegoda,pumpkin,250,Maha,1,7582,89405,11.79,7582,89405,11.7917436,,,,annual
2/19/2024,2024,2,8,meegoda,meegoda,snake gourd,228,Maha,1,2601,27511,10.58,2601,27511,10.57708574,,,,annual
2/19/2024,2024,2,8,meegoda,meegoda,tomatoes,798,Maha,1,5514,74238,13.46,5514,74238,13.46354733,,,,annual
2/19/2024,2024,2,8,nuwaraeliya,nuwaraeliya,beans,550,Maha,1,5176,62473,12.07,5176,62473,12.06974498,,,,annual
2/19/2024,2024,2,8,nuwaraeliya,nuwaraeliya,cabbage,400,Maha,1,4497,106795,23.75,4497,106795,23.74805426,,,,annual
2/19/2024,2024,2,8,nuwaraeliya,nuwaraeliya,carrots,384,Maha,1,3687,73210,19.86,3687,73210,19.8562517,,,,annual
2/19/2024,2024,2,8,nuwaraeliya,nuwaraeliya,chili,572.5,Maha,1,12374,66637,5.39,12374,66637,5.385243252,7282,40438,5.55314474,seasonal
2/19/2024,2024,2,8,nuwaraeliya,nuwaraeliya,eggplants,400,Maha,1,14383,124244,8.64,14383,124244,8.638253494,,,,annual
2/19/2024,2024,2,8,nuwaraeliya,nuwaraeliya,pumpkin,254,Maha,1,7582,89405,11.79,7582,89405,11.7917436,,,,annual
2/19/2024,2024,2,8,nuwaraeliya,nuwaraeliya,snake gourd,245,Maha,1,2601,27511,10.58,2601,27511,10.57708574,,,,annual
2/19/2024,2024,2,8,nuwaraeliya,nuwaraeliya,tomatoes,784,Maha,1,5514,74238,13.46,5514,74238,13.46354733,,,,annual
2/19/2024,2024,2,8,puttalam,puttalam,cabbage,306,Maha,1,4497,106795,23.75,4497,106795,23.74805426,,,,annual
2/19/2024,2024,2,8,puttalam,puttalam,chili,570,Maha,1,12374,66637,5.39,12374,66637,5.385243252,7282,40438,5.55314474,seasonal
2/19/2024,2024,2,8,puttalam,puttalam,eggplants,162,Maha,1,14383,124244,8.64,14383,124244,8.638253494,,,,annual
2/19/2024,2024,2,8,puttalam,puttalam,pumpkin,210,Maha,1,7582,89405,11.79,7582,89405,11.7917436,,,,annual
2/19/2024,2024,2,8,puttalam,puttalam,snake gourd,216,Maha,1,2601,27511,10.58,2601,27511,10.57708574,,,,annual
2/19/2024,2024,2,8,puttalam,puttalam,tomatoes,590,Maha,1,5514,74238,13.46,5514,74238,13.46354733,,,,annual
2/19/2024,2024,2,8,thambuththegama,thambuththegama,beans,560,Maha,1,5176,62473,12.07,5176,62473,12.06974498,,,,annual
2/19/2024,2024,2,8,thambuththegama,thambuththegama,cabbage,390,Maha,1,4497,106795,23.75,4497,106795,23.74805426,,,,annual
2/19/2024,2024,2,8,thambuththegama,thambuththegama,carrots,401.6666667,Maha,1,3687,73210,19.86,3687,73210,19.8562517,,,,annual
2/19/2024,2024,2,8,thambuththegama,thambuththegama,chili,592.8571429,Maha,1,12374,66637,5.39,12374,66637,5.385243252,7282,40438,5.55314474,seasonal
2/19/2024,2024,2,8,thambuththegama,thambuththegama,eggplants,95.71428571,Maha,1,14383,124244,8.64,14383,124244,8.638253494,,,,annual
2/19/2024,2024,2,8,thambuththegama,thambuththegama,pumpkin,222.5,Maha,1,7582,89405,11.79,7582,89405,11.7917436,,,,annual
2/19/2024,2024,2,8,thambuththegama,thambuththegama,snake gourd,161.6666667,Maha,1,2601,27511,10.58,2601,27511,10.57708574,,,,annual
2/19/2024,2024,2,8,thambuththegama,thambuththegama,tomatoes,725,Maha,1,5514,74238,13.46,5514,74238,13.46354733,,,,annual
2/19/2024,2024,2,8,veyangoda,veyangoda,beans,588,Maha,1,5176,62473,12.07,5176,62473,12.06974498,,,,annual
2/19/2024,2024,2,8,veyangoda,veyangoda,cabbage,370,Maha,1,4497,106795,23.75,4497,106795,23.74805426,,,,annual
2/19/2024,2024,2,8,veyangoda,veyangoda,carrots,360,Maha,1,3687,73210,19.86,3687,73210,19.8562517,,,,annual
2/19/2024,2024,2,8,veyangoda,veyangoda,chili,613.3333333,Maha,1,12374,66637,5.39,12374,66637,5.385243252,7282,40438,5.55314474,seasonal
2/19/2024,2024,2,8,veyangoda,veyangoda,eggplants,135,Maha,1,14383,124244,8.64,14383,124244,8.638253494,,,,annual
2/19/2024,2024,2,8,veyangoda,veyangoda,pumpkin,242,Maha,1,7582,89405,11.79,7582,89405,11.7917436,,,,annual
2/19/2024,2024,2,8,veyangoda,veyangoda,snake gourd,210,Maha,1,2601,27511,10.58,2601,27511,10.57708574,,,,annual
2/19/2024,2024,2,8,veyangoda,veyangoda,tomatoes,740,Maha,1,5514,74238,13.46,5514,74238,13.46354733,,,,annual
2/26/2024,2024,2,9,colombo,colombo,beans,388,Maha,1,5176,62473,12.07,5176,62473,12.06974498,,,,annual
2/26/2024,2024,2,9,colombo,colombo,cabbage,326,Maha,1,4497,106795,23.75,4497,106795,23.74805426,,,,annual
2/26/2024,2024,2,9,colombo,colombo,carrots,392,Maha,1,3687,73210,19.86,3687,73210,19.8562517,,,,annual
2/26/2024,2024,2,9,colombo,colombo,chili,515,Maha,1,12374,66637,5.39,12374,66637,5.385243252,7282,40438,5.55314474,seasonal
2/26/2024,2024,2,9,colombo,colombo,eggplants,139,Maha,1,14383,124244,8.64,14383,124244,8.638253494,,,,annual
2/26/2024,2024,2,9,colombo,colombo,pumpkin,256,Maha,1,7582,89405,11.79,7582,89405,11.7917436,,,,annual
2/26/2024,2024,2,9,colombo,colombo,snake gourd,222,Maha,1,2601,27511,10.58,2601,27511,10.57708574,,,,annual
2/26/2024,2024,2,9,colombo,colombo,tomatoes,576,Maha,1,5514,74238,13.46,5514,74238,13.46354733,,,,annual
2/26/2024,2024,2,9,dambulla,dambulla,beans,376,Maha,1,5176,62473,12.07,5176,62473,12.06974498,,,,annual
2/26/2024,2024,2,9,dambulla,dambulla,cabbage,300,Maha,1,4497,106795,23.75,4497,106795,23.74805426,,,,annual
2/26/2024,2024,2,9,dambulla,dambulla,carrots,338,Maha,1,3687,73210,19.86,3687,73210,19.8562517,,,,annual
2/26/2024,2024,2,9,dambulla,dambulla,chili,386,Maha,1,12374,66637,5.39,12374,66637,5.385243252,7282,40438,5.55314474,seasonal
2/26/2024,2024,2,9,dambulla,dambulla,eggplants,124,Maha,1,14383,124244,8.64,14383,124244,8.638253494,,,,annual
2/26/2024,2024,2,9,dambulla,dambulla,pumpkin,246,Maha,1,7582,89405,11.79,7582,89405,11.7917436,,,,annual
2/26/2024,2024,2,9,dambulla,dambulla,snake gourd,180,Maha,1,2601,27511,10.58,2601,27511,10.57708574,,,,annual
2/26/2024,2024,2,9,dambulla,dambulla,tomatoes,420,Maha,1,5514,74238,13.46,5514,74238,13.46354733,,,,annual
2/26/2024,2024,2,9,kandy,kandy,beans,424,Maha,1,5176,62473,12.07,5176,62473,12.06974498,,,,annual
2/26/2024,2024,2,9,kandy,kandy,cabbage,334,Maha,1,4497,106795,23.75,4497,106795,23.74805426,,,,annual
2/26/2024,2024,2,9,kandy,kandy,carrots,424,Maha,1,3687,73210,19.86,3687,73210,19.8562517,,,,annual
2/26/2024,2024,2,9,kandy,kandy,chili,476,Maha,1,12374,66637,5.39,12374,66637,5.385243252,7282,40438,5.55314474,seasonal
2/26/2024,2024,2,9,kandy,kandy,eggplants,150,Maha,1,14383,124244,8.64,14383,124244,8.638253494,,,,annual
2/26/2024,2024,2,9,kandy,kandy,pumpkin,260,Maha,1,7582,89405,11.79,7582,89405,11.7917436,,,,annual
2/26/2024,2024,2,9,kandy,kandy,snake gourd,210,Maha,1,2601,27511,10.58,2601,27511,10.57708574,,,,annual
2/26/2024,2024,2,9,kandy,kandy,tomatoes,476,Maha,1,5514,74238,13.46,5514,74238,13.46354733,,,,annual
2/26/2024,2024,2,9,keppetipola,keppetipola,beans,322,Maha,1,5176,62473,12.07,5176,62473,12.06974498,,,,annual
2/26/2024,2024,2,9,keppetipola,keppetipola,cabbage,320,Maha,1,4497,106795,23.75,4497,106795,23.74805426,,,,annual
2/26/2024,2024,2,9,keppetipola,keppetipola,carrots,326,Maha,1,3687,73210,19.86,3687,73210,19.8562517,,,,annual
2/26/2024,2024,2,9,keppetipola,keppetipola,chili,420,Maha,1,12374,66637,5.39,12374,66637,5.385243252,7282,40438,5.55314474,seasonal
2/26/2024,2024,2,9,keppetipola,keppetipola,eggplants,158,Maha,1,14383,124244,8.64,14383,124244,8.638253494,,,,annual
2/26/2024,2024,2,9,keppetipola,keppetipola,pumpkin,242,Maha,1,7582,89405,11.79,7582,89405,11.7917436,,,,annual
2/26/2024,2024,2,9,keppetipola,keppetipola,snake gourd,192.5,Maha,1,2601,27511,10.58,2601,27511,10.57708574,,,,annual
2/26/2024,2024,2,9,keppetipola,keppetipola,tomatoes,430,Maha,1,5514,74238,13.46,5514,74238,13.46354733,,,,annual
2/26/2024,2024,2,9,meegoda,meegoda,beans,414,Maha,1,5176,62473,12.07,5176,62473,12.06974498,,,,annual
2/26/2024,2024,2,9,meegoda,meegoda,cabbage,366,Maha,1,4497,106795,23.75,4497,106795,23.74805426,,,,annual
2/26/2024,2024,2,9,meegoda,meegoda,carrots,410,Maha,1,3687,73210,19.86,3687,73210,19.8562517,,,,annual
2/26/2024,2024,2,9,meegoda,meegoda,chili,476,Maha,1,12374,66637,5.39,12374,66637,5.385243252,7282,40438,5.55314474,seasonal
2/26/2024,2024,2,9,meegoda,meegoda,eggplants,144,Maha,1,14383,124244,8.64,14383,124244,8.638253494,,,,annual
2/26/2024,2024,2,9,meegoda,meegoda,pumpkin,284,Maha,1,7582,89405,11.79,7582,89405,11.7917436,,,,annual
2/26/2024,2024,2,9,meegoda,meegoda,snake gourd,216,Maha,1,2601,27511,10.58,2601,27511,10.57708574,,,,annual
2/26/2024,2024,2,9,meegoda,meegoda,tomatoes,494,Maha,1,5514,74238,13.46,5514,74238,13.46354733,,,,annual
2/26/2024,2024,2,9,puttalam,puttalam,cabbage,294,Maha,1,4497,106795,23.75,4497,106795,23.74805426,,,,annual
2/26/2024,2024,2,9,puttalam,puttalam,chili,420,Maha,1,12374,66637,5.39,12374,66637,5.385243252,7282,40438,5.55314474,seasonal
2/26/2024,2024,2,9,puttalam,puttalam,eggplants,168,Maha,1,14383,124244,8.64,14383,124244,8.638253494,,,,annual
2/26/2024,2024,2,9,puttalam,puttalam,snake gourd,154,Maha,1,2601,27511,10.58,2601,27511,10.57708574,,,,annual
2/26/2024,2024,2,9,puttalam,puttalam,tomatoes,344,Maha,1,5514,74238,13.46,5514,74238,13.46354733,,,,annual
2/26/2024,2024,2,9,thambuththegama,thambuththegama,beans,421.6666667,Maha,1,5176,62473,12.07,5176,62473,12.06974498,,,,annual
2/26/2024,2024,2,9,thambuththegama,thambuththegama,cabbage,301.6666667,Maha,1,4497,106795,23.75,4497,106795,23.74805426,,,,annual
2/26/2024,2024,2,9,thambuththegama,thambuththegama,carrots,411.6666667,Maha,1,3687,73210,19.86,3687,73210,19.8562517,,,,annual
2/26/2024,2024,2,9,thambuththegama,thambuththegama,chili,404.2857143,Maha,1,12374,66637,5.39,12374,66637,5.385243252,7282,40438,5.55314474,seasonal
2/26/2024,2024,2,9,thambuththegama,thambuththegama,eggplants,83.75,Maha,1,14383,124244,8.64,14383,124244,8.638253494,,,,annual
2/26/2024,2024,2,9,thambuththegama,thambuththegama,pumpkin,245,Maha,1,7582,89405,11.79,7582,89405,11.7917436,,,,annual
2/26/2024,2024,2,9,thambuththegama,thambuththegama,snake gourd,148.3333333,Maha,1,2601,27511,10.58,2601,27511,10.57708574,,,,annual
2/26/2024,2024,2,9,thambuththegama,thambuththegama,tomatoes,379.2857143,Maha,1,5514,74238,13.46,5514,74238,13.46354733,,,,annual
2/26/2024,2024,2,9,veyangoda,veyangoda,beans,400,Maha,1,5176,62473,12.07,5176,62473,12.06974498,,,,annual
2/26/2024,2024,2,9,veyangoda,veyangoda,cabbage,342.8571429,Maha,1,4497,106795,23.75,4497,106795,23.74805426,,,,annual
2/26/2024,2024,2,9,veyangoda,veyangoda,carrots,390,Maha,1,3687,73210,19.86,3687,73210,19.8562517,,,,annual
2/26/2024,2024,2,9,veyangoda,veyangoda,chili,423.3333333,Maha,1,12374,66637,5.39,12374,66637,5.385243252,7282,40438,5.55314474,seasonal
2/26/2024,2024,2,9,veyangoda,veyangoda,eggplants,115,Maha,1,14383,124244,8.64,14383,124244,8.638253494,,,,annual
2/26/2024,2024,2,9,veyangoda,veyangoda,pumpkin,272,Maha,1,7582,89405,11.79,7582,89405,11.7917436,,,,annual
2/26/2024,2024,2,9,veyangoda,veyangoda,snake gourd,200,Maha,1,2601,27511,10.58,2601,27511,10.57708574,,,,annual
2/26/2024,2024,2,9,veyangoda,veyangoda,tomatoes,461.4285714,Maha,1,5514,74238,13.46,5514,74238,13.46354733,,,,annual
3/4/2024,2024,3,10,colombo,colombo,beans,403,Maha,1,5176,62473,12.07,5176,62473,12.06974498,,,,annual
3/4/2024,2024,3,10,colombo,colombo,cabbage,296,Maha,1,4497,106795,23.75,4497,106795,23.74805426,,,,annual
3/4/2024,2024,3,10,colombo,colombo,carrots,268,Maha,1,3687,73210,19.86,3687,73210,19.8562517,,,,annual
3/4/2024,2024,3,10,colombo,colombo,chili,305,Maha,1,12374,66637,5.39,12374,66637,5.385243252,7282,40438,5.55314474,seasonal
3/4/2024,2024,3,10,colombo,colombo,eggplants,135,Maha,1,14383,124244,8.64,14383,124244,8.638253494,,,,annual
3/4/2024,2024,3,10,colombo,colombo,pumpkin,242,Maha,1,7582,89405,11.79,7582,89405,11.7917436,,,,annual
3/4/2024,2024,3,10,colombo,colombo,snake gourd,178,Maha,1,2601,27511,10.58,2601,27511,10.57708574,,,,annual
3/4/2024,2024,3,10,colombo,colombo,tomatoes,375,Maha,1,5514,74238,13.46,5514,74238,13.46354733,,,,annual
3/4/2024,2024,3,10,dambulla,dambulla,beans,376,Maha,1,5176,62473,12.07,5176,62473,12.06974498,,,,annual
3/4/2024,2024,3,10,dambulla,dambulla,cabbage,306,Maha,1,4497,106795,23.75,4497,106795,23.74805426,,,,annual
3/4/2024,2024,3,10,dambulla,dambulla,carrots,314,Maha,1,3687,73210,19.86,3687,73210,19.8562517,,,,annual
3/4/2024,2024,3,10,dambulla,dambulla,chili,282,Maha,1,12374,66637,5.39,12374,66637,5.385243252,7282,40438,5.55314474,seasonal
3/4/2024,2024,3,10,dambulla,dambulla,eggplants,150,Maha,1,14383,124244,8.64,14383,124244,8.638253494,,,,annual
3/4/2024,2024,3,10,dambulla,dambulla,pumpkin,210,Maha,1,7582,89405,11.79,7582,89405,11.7917436,,,,annual
3/4/2024,2024,3,10,dambulla,dambulla,snake gourd,118,Maha,1,2601,27511,10.58,2601,27511,10.57708574,,,,annual
3/4/2024,2024,3,10,dambulla,dambulla,tomatoes,278,Maha,1,5514,74238,13.46,5514,74238,13.46354733,,,,annual
3/4/2024,2024,3,10,kandy,kandy,beans,424,Maha,1,5176,62473,12.07,5176,62473,12.06974498,,,,annual
3/4/2024,2024,3,10,kandy,kandy,cabbage,320,Maha,1,4497,106795,23.75,4497,106795,23.74805426,,,,annual
3/4/2024,2024,3,10,kandy,kandy,carrots,290,Maha,1,3687,73210,19.86,3687,73210,19.8562517,,,,annual
3/4/2024,2024,3,10,kandy,kandy,chili,376,Maha,1,12374,66637,5.39,12374,66637,5.385243252,7282,40438,5.55314474,seasonal
3/4/2024,2024,3,10,kandy,kandy,eggplants,166,Maha,1,14383,124244,8.64,14383,124244,8.638253494,,,,annual
3/4/2024,2024,3,10,kandy,kandy,pumpkin,230,Maha,1,7582,89405,11.79,7582,89405,11.7917436,,,,annual
3/4/2024,2024,3,10,kandy,kandy,snake gourd,170,Maha,1,2601,27511,10.58,2601,27511,10.57708574,,,,annual
3/4/2024,2024,3,10,kandy,kandy,tomatoes,324,Maha,1,5514,74238,13.46,5514,74238,13.46354733,,,,annual
3/4/2024,2024,3,10,keppetipola,keppetipola,beans,412,Maha,1,5176,62473,12.07,5176,62473,12.06974498,,,,annual
3/4/2024,2024,3,10,keppetipola,keppetipola,cabbage,272,Maha,1,4497,106795,23.75,4497,106795,23.74805426,,,,annual
3/4/2024,2024,3,10,keppetipola,keppetipola,carrots,274,Maha,1,3687,73210,19.86,3687,73210,19.8562517,,,,annual
3/4/2024,2024,3,10,keppetipola,keppetipola,chili,312,Maha,1,12374,66637,5.39,12374,66637,5.385243252,7282,40438,5.55314474,seasonal
3/4/2024,2024,3,10,keppetipola,keppetipola,eggplants,128,Maha,1,14383,124244,8.64,14383,124244,8.638253494,,,,annual
3/4/2024,2024,3,10,keppetipola,keppetipola,pumpkin,208,Maha,1,7582,89405,11.79,7582,89405,11.7917436,,,,annual
3/4/2024,2024,3,10,keppetipola,keppetipola,snake gourd,164,Maha,1,2601,27511,10.58,2601,27511,10.57708574,,,,annual
3/4/2024,2024,3,10,keppetipola,keppetipola,tomatoes,322,Maha,1,5514,74238,13.46,5514,74238,13.46354733,,,,annual
3/4/2024,2024,3,10,meegoda,meegoda,beans,400,Maha,1,5176,62473,12.07,5176,62473,12.06974498,,,,annual
3/4/2024,2024,3,10,meegoda,meegoda,cabbage,314,Maha,1,4497,106795,23.75,4497,106795,23.74805426,,,,annual
3/4/2024,2024,3,10,meegoda,meegoda,carrots,316,Maha,1,3687,73210,19.86,3687,73210,19.8562517,,,,annual
3/4/2024,2024,3,10,meegoda,meegoda,chili,348,Maha,1,12374,66637,5.39,12374,66637,5.385243252,7282,40438,5.55314474,seasonal
3/4/2024,2024,3,10,meegoda,meegoda,eggplants,178,Maha,1,14383,124244,8.64,14383,124244,8.638253494,,,,annual
3/4/2024,2024,3,10,meegoda,meegoda,pumpkin,264,Maha,1,7582,89405,11.79,7582,89405,11.7917436,,,,annual
3/4/2024,2024,3,10,meegoda,meegoda,snake gourd,212,Maha,1,2601,27511,10.58,2601,27511,10.57708574,,,,annual
3/4/2024,2024,3,10,meegoda,meegoda,tomatoes,342,Maha,1,5514,74238,13.46,5514,74238,13.46354733,,,,annual
3/4/2024,2024,3,10,nuwaraeliya,nuwaraeliya,beans,414,Maha,1,5176,62473,12.07,5176,62473,12.06974498,,,,annual
3/4/2024,2024,3,10,nuwaraeliya,nuwaraeliya,cabbage,284,Maha,1,4497,106795,23.75,4497,106795,23.74805426,,,,annual
3/4/2024,2024,3,10,nuwaraeliya,nuwaraeliya,carrots,306,Maha,1,3687,73210,19.86,3687,73210,19.8562517,,,,annual
3/4/2024,2024,3,10,nuwaraeliya,nuwaraeliya,chili,352,Maha,1,12374,66637,5.39,12374,66637,5.385243252,7282,40438,5.55314474,seasonal
3/4/2024,2024,3,10,nuwaraeliya,nuwaraeliya,eggplants,154,Maha,1,14383,124244,8.64,14383,124244,8.638253494,,,,annual
3/4/2024,2024,3,10,nuwaraeliya,nuwaraeliya,pumpkin,248,Maha,1,7582,89405,11.79,7582,89405,11.7917436,,,,annual
3/4/2024,2024,3,10,nuwaraeliya,nuwaraeliya,snake gourd,190,Maha,1,2601,27511,10.58,2601,27511,10.57708574,,,,annual
3/4/2024,2024,3,10,nuwaraeliya,nuwaraeliya,tomatoes,348,Maha,1,5514,74238,13.46,5514,74238,13.46354733,,,,annual
3/4/2024,2024,3,10,puttalam,puttalam,cabbage,282,Maha,1,4497,106795,23.75,4497,106795,23.74805426,,,,annual
3/4/2024,2024,3,10,puttalam,puttalam,chili,290,Maha,1,12374,66637,5.39,12374,66637,5.385243252,7282,40438,5.55314474,seasonal
3/4/2024,2024,3,10,puttalam,puttalam,eggplants,150,Maha,1,14383,124244,8.64,14383,124244,8.638253494,,,,annual
3/4/2024,2024,3,10,puttalam,puttalam,snake gourd,148,Maha,1,2601,27511,10.58,2601,27511,10.57708574,,,,annual
3/4/2024,2024,3,10,puttalam,puttalam,tomatoes,326,Maha,1,5514,74238,13.46,5514,74238,13.46354733,,,,annual
3/4/2024,2024,3,10,thambuththegama,thambuththegama,beans,396.6666667,Maha,1,5176,62473,12.07,5176,62473,12.06974498,,,,annual
3/4/2024,2024,3,10,thambuththegama,thambuththegama,cabbage,315,Maha,1,4497,106795,23.75,4497,106795,23.74805426,,,,annual
3/4/2024,2024,3,10,thambuththegama,thambuththegama,carrots,306.6666667,Maha,1,3687,73210,19.86,3687,73210,19.8562517,,,,annual
3/4/2024,2024,3,10,thambuththegama,thambuththegama,chili,347.1428571,Maha,1,12374,66637,5.39,12374,66637,5.385243252,7282,40438,5.55314474,seasonal
3/4/2024,2024,3,10,thambuththegama,thambuththegama,eggplants,104.2857143,Maha,1,14383,124244,8.64,14383,124244,8.638253494,,,,annual
3/4/2024,2024,3,10,thambuththegama,thambuththegama,pumpkin,220,Maha,1,7582,89405,11.79,7582,89405,11.7917436,,,,annual
3/4/2024,2024,3,10,thambuththegama,thambuththegama,snake gourd,122,Maha,1,2601,27511,10.58,2601,27511,10.57708574,,,,annual
3/4/2024,2024,3,10,thambuththegama,thambuththegama,tomatoes,227.1428571,Maha,1,5514,74238,13.46,5514,74238,13.46354733,,,,annual
3/4/2024,2024,3,10,veyangoda,veyangoda,beans,403.3333333,Maha,1,5176,62473,12.07,5176,62473,12.06974498,,,,annual
3/4/2024,2024,3,10,veyangoda,veyangoda,cabbage,324.2857143,Maha,1,4497,106795,23.75,4497,106795,23.74805426,,,,annual
3/4/2024,2024,3,10,veyangoda,veyangoda,carrots,283.3333333,Maha,1,3687,73210,19.86,3687,73210,19.8562517,,,,annual
3/4/2024,2024,3,10,veyangoda,veyangoda,chili,280,Maha,1,12374,66637,5.39,12374,66637,5.385243252,7282,40438,5.55314474,seasonal
3/4/2024,2024,3,10,veyangoda,veyangoda,eggplants,146.6666667,Maha,1,14383,124244,8.64,14383,124244,8.638253494,,,,annual
3/4/2024,2024,3,10,veyangoda,veyangoda,pumpkin,250,Maha,1,7582,89405,11.79,7582,89405,11.7917436,,,,annual
3/4/2024,2024,3,10,veyangoda,veyangoda,snake gourd,164,Maha,1,2601,27511,10.58,2601,27511,10.57708574,,,,annual
3/4/2024,2024,3,10,veyangoda,veyangoda,tomatoes,298.5714286,Maha,1,5514,74238,13.46,5514,74238,13.46354733,,,,annual
3/11/2024,2024,3,11,colombo,colombo,beans,303,Maha,1,5176,62473,12.07,5176,62473,12.06974498,,,,annual
3/11/2024,2024,3,11,colombo,colombo,cabbage,424,Maha,1,4497,106795,23.75,4497,106795,23.74805426,,,,annual
3/11/2024,2024,3,11,colombo,colombo,carrots,424,Maha,1,3687,73210,19.86,3687,73210,19.8562517,,,,annual
3/11/2024,2024,3,11,colombo,colombo,chili,376,Maha,1,12374,66637,5.39,12374,66637,5.385243252,7282,40438,5.55314474,seasonal
3/11/2024,2024,3,11,colombo,colombo,eggplants,226,Maha,1,14383,124244,8.64,14383,124244,8.638253494,,,,annual
3/11/2024,2024,3,11,colombo,colombo,pumpkin,214,Maha,1,7582,89405,11.79,7582,89405,11.7917436,,,,annual
3/11/2024,2024,3,11,colombo,colombo,snake gourd,192,Maha,1,2601,27511,10.58,2601,27511,10.57708574,,,,annual
3/11/2024,2024,3,11,colombo,colombo,tomatoes,354,Maha,1,5514,74238,13.46,5514,74238,13.46354733,,,,annual
3/11/2024,2024,3,11,dambulla,dambulla,beans,282,Maha,1,5176,62473,12.07,5176,62473,12.06974498,,,,annual
3/11/2024,2024,3,11,dambulla,dambulla,cabbage,392,Maha,1,4497,106795,23.75,4497,106795,23.74805426,,,,annual
3/11/2024,2024,3,11,dambulla,dambulla,carrots,294,Maha,1,3687,73210,19.86,3687,73210,19.8562517,,,,annual
3/11/2024,2024,3,11,dambulla,dambulla,chili,286,Maha,1,12374,66637,5.39,12374,66637,5.385243252,7282,40438,5.55314474,seasonal
3/11/2024,2024,3,11,dambulla,dambulla,eggplants,178,Maha,1,14383,124244,8.64,14383,124244,8.638253494,,,,annual
3/11/2024,2024,3,11,dambulla,dambulla,pumpkin,174,Maha,1,7582,89405,11.79,7582,89405,11.7917436,,,,annual
3/11/2024,2024,3,11,dambulla,dambulla,snake gourd,120,Maha,1,2601,27511,10.58,2601,27511,10.57708574,,,,annual
3/11/2024,2024,3,11,dambulla,dambulla,tomatoes,274,Maha,1,5514,74238,13.46,5514,74238,13.46354733,,,,annual
3/11/2024,2024,3,11,kandy,kandy,beans,276,Maha,1,5176,62473,12.07,5176,62473,12.06974498,,,,annual
3/11/2024,2024,3,11,kandy,kandy,cabbage,300,Maha,1,4497,106795,23.75,4497,106795,23.74805426,,,,annual
3/11/2024,2024,3,11,kandy,kandy,carrots,340,Maha,1,3687,73210,19.86,3687,73210,19.8562517,,,,annual
3/11/2024,2024,3,11,kandy,kandy,chili,308,Maha,1,12374,66637,5.39,12374,66637,5.385243252,7282,40438,5.55314474,seasonal
3/11/2024,2024,3,11,kandy,kandy,eggplants,200,Maha,1,14383,124244,8.64,14383,124244,8.638253494,,,,annual
3/11/2024,2024,3,11,kandy,kandy,pumpkin,196,Maha,1,7582,89405,11.79,7582,89405,11.7917436,,,,annual
3/11/2024,2024,3,11,kandy,kandy,snake gourd,160,Maha,1,2601,27511,10.58,2601,27511,10.57708574,,,,annual
3/11/2024,2024,3,11,kandy,kandy,tomatoes,276,Maha,1,5514,74238,13.46,5514,74238,13.46354733,,,,annual
3/11/2024,2024,3,11,keppetipola,keppetipola,beans,278,Maha,1,5176,62473,12.07,5176,62473,12.06974498,,,,annual
3/11/2024,2024,3,11,keppetipola,keppetipola,cabbage,376,Maha,1,4497,106795,23.75,4497,106795,23.74805426,,,,annual
3/11/2024,2024,3,11,keppetipola,keppetipola,carrots,322,Maha,1,3687,73210,19.86,3687,73210,19.8562517,,,,annual
3/11/2024,2024,3,11,keppetipola,keppetipola,chili,296,Maha,1,12374,66637,5.39,12374,66637,5.385243252,7282,40438,5.55314474,seasonal
3/11/2024,2024,3,11,keppetipola,keppetipola,eggplants,196,Maha,1,14383,124244,8.64,14383,124244,8.638253494,,,,annual
