Record_ID,Product_Category,Product_Name,Base_Amount,Unit,Nitrogen_N_(g_per_100g),Phosphorus_P_(g_per_100g),Potassium_K_(g_per_100g),Other_Micro_Elements_(per_100g)
REC_81898,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_76420,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_35599,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_93441,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_92902,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_85857,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_91850,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_91919,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_23157,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_87512,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_45823,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_76518,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_14403,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_72061,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_34310,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_36000,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_61736,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_76144,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_49607,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_70517,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_85196,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_40592,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_61517,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_90602,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_43134,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_78382,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_28084,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_31257,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_94589,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_50565,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_48278,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_92018,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_38663,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_80678,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_24907,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_71092,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_23346,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_34200,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_91558,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_74752,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_71444,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_32614,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_86244,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_54349,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_37281,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_77130,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_65899,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_66024,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_44568,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_65988,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_96827,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_51730,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_31138,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_97991,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_93708,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_98328,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_70587,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_39803,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_78924,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_15162,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_82748,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_71091,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_51694,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_98722,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_63324,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_63749,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_59512,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_14517,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_41788,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_69775,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_80226,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_83532,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_98284,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_79746,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_76205,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_90837,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_22748,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_93135,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_63848,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_82745,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_74921,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_57501,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_28693,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_38196,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_81419,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_95532,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_95222,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_18114,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_10493,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_44726,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_97861,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_52042,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_69753,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_17160,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_44109,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_70654,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_89896,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_14961,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_21049,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_72365,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_54768,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_49821,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_99627,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_38189,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_73610,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_94909,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_47418,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_26747,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_31260,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_84777,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_45747,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_25679,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_67421,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_36238,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_42785,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_40120,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_28117,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_23582,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_89774,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_87504,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_46057,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_32149,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_64555,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_42467,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_21929,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_44292,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_32842,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_41223,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_96405,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_48996,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_70090,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_62298,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_32259,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_91579,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_85283,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_42888,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_89431,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_72130,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_77632,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_93858,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_17827,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_93152,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_59861,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_92486,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_87378,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_20108,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_59253,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_11367,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_99362,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_26453,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_88798,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_85393,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_57881,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_40872,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_89665,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_99180,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_82493,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_86157,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_94135,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_52597,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_78707,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_30377,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_78365,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_17140,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_80327,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_25279,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_49081,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_67170,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_82649,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_87353,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_31986,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_87586,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_28908,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_29037,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_16844,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_18779,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_66582,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_23353,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_15409,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_36724,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_94082,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_65546,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_59768,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_88903,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_26428,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_44500,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_69951,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_97840,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_82117,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_47392,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_98884,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_24377,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_66156,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_96275,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_34776,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_78804,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_21669,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_22151,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_61869,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_52082,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_81023,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_70522,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_11956,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_18547,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_63773,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_84581,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_74978,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_29566,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_62540,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_89620,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_63468,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_58743,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_46493,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_39771,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_95938,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_72308,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_12969,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_58876,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_63750,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_77336,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_15068,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_79314,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_54367,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_29921,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_68378,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_74224,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_71784,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_96707,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_87927,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_58243,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_86654,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_33129,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_53458,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_83059,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_82417,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_24595,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_33999,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_11235,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_86380,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_73115,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_97656,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_74070,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_88404,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_34788,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_58837,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_53785,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_43113,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_20887,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_88575,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_72971,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_84243,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_78293,Pesticide,Chlorpyrifos,100,g,4.0,8.8,0.0,"Chlorine (30g), Sulfur (9g)"
REC_84398,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_65220,Pesticide,Glyphosate,100,g,8.2,18.3,0.0,"Carbon, Organophosphorus"
REC_67037,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_51158,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_21062,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_59542,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_82600,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_97826,Fertilizer,Urea,100,g,46.0,0.0,0.0,None
REC_31094,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_52447,Pesticide,Imidacloprid,100,g,21.9,0.0,0.0,Chlorine (13g)
REC_65126,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_85049,Fertilizer,Compost / Organic,100,g,1.5,1.0,1.5,Organic Carbon (20g)
REC_70739,Fertilizer,TSP (Triple Super Phosphate),100,g,0.0,46.0,0.0,Calcium (15g)
REC_43411,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
REC_31892,Fertilizer,NPK_15-15-15,100,g,15.0,15.0,15.0,Sulfur (10g)
REC_89677,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_54118,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_31947,Pesticide,Mancozeb,100,g,0.0,0.0,0.0,"Manganese (16g), Zinc (2g), Sulfur"
REC_68298,Fertilizer,MOP (Muriate of Potash),100,g,0.0,0.0,60.0,Chlorine (47g)
REC_97638,Pesticide,Captan,100,g,4.6,0.0,0.0,"Sulfur (10g), Chlorine (35g)"
REC_59843,Fertilizer,Dolomite,100,g,0.0,0.0,0.0,"Calcium (22g), Magnesium (11g)"
